2,41126543209877E-06
2,89351851851852E-06
3,37577160493827E-06
5,30478395061728E-06
5,78703703703704E-06
5,78703703703704E-06
7,71604938271605E-06
1,35030864197531E-05
2,31481481481481E-05
2,45949074074074E-05
4,58140432098765E-05
5,78703703703704E-05
8,0054012345679E-05
0,000112364969135802
0,000131655092592593
0,00017602237654321
0,000225694444444444
0,000280189043209877
0,0003515625
0,000465374228395062
0,000587384259259259
0,00072337962962963
0,00093846450617284
0,00105854552469136
0,00132233796296296
0,00161506558641975
0,00193383487654321
0,0023095100308642
0,0026123649691358
0,00293258101851852
0,00341194058641975
0,00381221064814815
0,00403163580246914
0,00427854938271605
0,00453559027777778
0,00508101851851852
0,00556037808641975
0,00595003858024691
0,00602671682098765
0,00622588734567901
0,00636381172839506
0,00642505787037037
0,00644820601851852
0,00653935185185185
0,00646315586419753
0,00645447530864198
0,00644145447530864
0,00641782407407407
0,00638695987654321
0,00622829861111111
0,00635368441358025
0,00614101080246914
0,00602430555555556
0,00600742669753086
0,00581934799382716
0,00576630015432099
0,00564863040123457
0,00557243441358025
0,00537471064814815
0,00533227237654321
0,00521701388888889
0,00512393904320988
0,00501880787037037
0,00498697916666667
0,00493875385802469
0,00485677083333333
0,00464168595679012
0,00472270447530864
0,00459490740740741
0,00449604552469136
0,0043798225308642
0,0043653549382716
0,0042920524691358
0,00425154320987654
0,00406346450617284
0,00400848765432099
0,00403838734567901
0,00400028935185185
0,0040306712962963
0,00400655864197531
0,00401331018518518
0,00402391975308642
0,00394241898148148
0,00397328317901235
0,00387490354938272
0,00384307484567901
0,00383584104938272
0,00376109182098765
0,00373601466049383
0,00369405864197531
0,00366415895061728
0,00357494212962963
0,003515625
0,00344328703703704
0,00341772762345679
0,00336805555555556
0,0032884837962963
0,00325713734567901
0,00313078703703704
0,00318672839506173
0,00308449074074074
0,00309172453703704
0,0029248649691358
0,00299961419753086
0,00291232638888889
0,00289689429012346
0,00287229938271605
0,00282552083333333
0,00280189043209877
0,0028491512345679
0,00276716820987654
0,00278018904320988
0,0028100887345679
0,00272665895061728
0,00276475694444444
0,00276572145061728
0,0026953125
0,00272762345679012
0,00263888888888889
0,0026880787037037
0,00269097222222222
0,00264708719135802
0,00261766975308642
0,00257619598765432
0,00252989969135802
0,00263310185185185
0,00263358410493827
0,00265914351851852
0,00254002700617284
0,00254292052469136
0,00254099151234568
0,00253713348765432
0,00253616898148148
0,00247685185185185
0,00247058256172839
0,00237123842592593
0,00229021990740741
0,00222511574074074
0,00218219521604938
0,00227912808641975
0,0023755787037037
0,0025366512345679
0,0026268325617284
0,00250771604938272
0,00243152006172839
0,00237461419753086
0,00232349537037037
0,00231722608024691
0,00228780864197531
0,00235050154320988
0,00227816358024691
0,00236352237654321
0,00229263117283951
0,00237364969135802
0,00241512345679012
0,00260320216049383
0,00284239969135802
0,00305844907407407
0,00340277777777778
0,00405719521604938
0,00375385802469136
0,00364390432098765
0,00363474151234568
0,00338204089506173
0,00334683641975309
0,00327980324074074
0,00325761959876543
0,00300106095679012
0,00293161651234568
0,00279224537037037
0,00255256558641975
0,00244550540123457
0,00227189429012346
0,00222511574074074
0,00210310570987654
0,0019434799382716
0,00180073302469136
0,00175395447530864
0,00162085262345679
0,00150173611111111
0,00152681327160494
0,00148726851851852
0,00149884259259259
0,00151909722222222
0,00162181712962963
0,00163869598765432
0,00158371913580247
0,00175202546296296
0,00173755787037037
0,00184510030864198
0,00200665509259259
0,00207706404320988
0,00198688271604938
0,00207851080246914
0,00214072145061728
0,00230324074074074
0,00251060956790123
0,00236159336419753
0,00232253086419753
0,00266782407407407
0,0029783950617284
0,00354938271604938
0,00401041666666667
0,00423514660493827
0,00517602237654321
0,00463348765432099
0,00540557484567901
0,0216358024691358
0,0107200038580247
0,0121768904320988
0,0127652391975309
0,0175597993827161
0,0144714506172839
0,0179648919753086
0,0190673225308642
0,0155849729938272
0,0210300925925926
0,0302174961419753
0,0199262152777778
0,0231134259259259
0,0145949074074074
0,0261728395061728
0,0235710841049383
0,011112075617284
0,013533950617284
0,0128327546296296
0,0099657600308642
0,00581404320987654
0,00431568287037037
0,00313657407407407
0,00261429398148148
0,00140528549382716
0,000707947530864198
0,000344810956790123
0,000223765432098765
0,000178433641975309
0,000187596450617284
0,000205439814814815
0,000431616512345679
9,01813271604938E-05
5,64236111111111E-05
3,7133487654321E-05
3,27932098765432E-05
2,31481481481481E-05
1,59143518518519E-05
2,21836419753086E-05
1,59143518518519E-05
8,1983024691358E-06
1,15740740740741E-05
8,1983024691358E-06
4,34027777777778E-06
6,75154320987654E-06
4,34027777777778E-06
3,37577160493827E-06
4,82253086419753E-07
0
